time,open,high,low,close,tick_volume,spread,real_volume
2020-03-02,107.513,108.576,107.361,108.292,147329,1,0
2020-03-03,108.336,108.532,106.929,107.127,139112,3,0
2020-03-04,107.129,107.687,106.842,107.514,120312,2,0
2020-03-05,107.515,107.739,105.964,106.15,110098,1,0
2020-03-06,106.149,106.34,104.992,105.348,154579,3,0
2020-03-09,104.425,104.58,101.177,102.262,212682,3,0
2020-03-10,102.262,105.914,102.001,105.245,250197,8,0
2020-03-11,105.245,105.374,104.088,104.429,188718,1,0
2020-03-12,104.429,106.1,103.089,104.829,209575,1,0
2020-03-13,104.82,108.496,104.503,107.998,229165,0,0
2020-03-16,106.906,107.564,105.137,105.877,234339,0,0
2020-03-17,105.882,107.861,105.879,107.632,325683,0,0
2020-03-18,107.632,108.651,106.751,108.016,306898,0,0
2020-03-19,108.013,110.954,107.973,110.834,323517,0,0
2020-03-20,110.834,111.504,109.326,110.854,254031,0,0
2020-03-23,110.779,111.596,109.663,111.227,245980,0,0
2020-03-24,111.227,111.711,110.081,111.288,215805,0,0
2020-03-25,111.288,111.676,110.752,111.133,222961,0,0
2020-03-26,111.133,111.241,109.204,109.405,220524,0,0
2020-03-27,109.4,109.472,107.756,107.975,174056,0,0
2020-03-30,107.676,108.293,107.12,107.7,149146,0,0
2020-03-31,107.693,108.725,107.458,107.485,155729,0,0
2020-04-01,107.547,107.936,106.918,107.152,127628,0,0
2020-04-02,107.15,108.091,107.013,107.857,132050,0,0
2020-04-03,107.857,108.676,107.797,108.456,111211,0,0
2020-04-06,108.346,109.379,108.339,109.211,128896,0,0
2020-04-07,109.216,109.276,108.668,108.738,124052,0,0
2020-04-08,108.741,109.095,108.502,108.812,106411,0,0
2020-04-09,108.812,109.062,108.206,108.411,99367,0,0
2020-04-10,108.408,108.587,108.327,108.421,32025,0,0
2020-04-13,108.421,108.524,107.499,107.75,123621,0,0
2020-04-14,107.748,107.761,106.978,107.206,104971,0,0
2020-04-15,107.203,107.868,106.925,107.425,128546,0,0
2020-04-16,107.422,108.081,107.162,107.916,141544,0,0
2020-04-17,107.92,108.084,107.297,107.551,146951,0,0
2020-04-20,107.396,107.946,107.39,107.606,94970,0,0
2020-04-21,107.612,107.891,107.279,107.758,126364,0,0
2020-04-22,107.784,107.937,107.513,107.735,93498,0,0
2020-04-23,107.743,108.042,107.344,107.556,124251,0,0
2020-04-24,107.564,107.758,107.368,107.487,97221,0,0
2020-04-27,107.541,107.62,106.991,107.206,97628,0,0
2020-04-28,107.176,107.338,106.558,106.859,83909,0,0
2020-04-29,106.857,106.893,106.356,106.607,73409,0,0
2020-04-30,106.6,107.496,106.403,107.13,85270,0,0
2020-05-01,107.118,107.403,106.603,106.914,60304,0,0
2020-05-04,106.776,107.067,106.63,106.674,48716,0,0
2020-05-05,106.671,106.892,106.414,106.486,48089,0,0
2020-05-06,106.471,106.667,105.985,106.068,55080,0,0
2020-05-07,106.059,106.653,105.988,106.248,55464,0,0
2020-05-08,106.24,106.745,106.22,106.682,50828,0,0
2020-05-11,106.502,107.766,106.482,107.601,49965,0,0
2020-05-12,107.594,107.691,107.115,107.115,41231,0,0
2020-05-13,107.109,107.275,106.741,107.014,45490,0,0
2020-05-14,107.02,107.363,106.773,107.234,47269,0,0
2020-05-15,107.234,107.431,106.854,107.164,40562,0,0
2020-05-18,107.083,107.503,107.065,107.295,38611,0,0
2020-05-19,107.29,108.085,107.247,107.695,43475,0,0
2020-05-20,107.688,107.981,107.334,107.484,35141,0,0
2020-05-21,107.382,107.847,107.382,107.598,37274,0,0
2020-05-22,107.582,107.762,107.321,107.607,32409,0,0
2020-05-25,107.557,107.779,107.547,107.655,21242,0,0
2020-05-26,107.649,107.921,107.399,107.504,34982,0,0
2020-05-27,107.484,107.944,107.364,107.73,48380,0,0
2020-05-28,107.697,107.899,107.571,107.614,46864,0,0
2020-05-29,107.599,107.893,107.077,107.785,56851,0,0
2020-06-01,107.674,107.854,107.381,107.58,41746,0,0
2020-06-02,107.578,108.77,107.511,108.659,47838,0,0
2020-06-03,108.655,108.98,108.422,108.892,53657,0,0
2020-06-04,108.869,109.195,108.613,109.137,56876,0,0
2020-06-05,109.134,109.848,109.043,109.587,59252,0,0
2020-06-08,109.547,109.689,108.232,108.422,47285,0,0
2020-06-09,108.421,108.54,107.618,107.743,58494,0,0
2020-06-10,107.744,107.871,106.984,107.11,57666,0,0
2020-06-11,107.083,107.231,106.569,106.857,63584,0,0
2020-06-12,106.859,107.552,106.583,107.348,66543,0,0
2020-06-15,107.291,107.565,106.998,107.328,54728,0,0
2020-06-16,107.327,107.637,107.209,107.321,58442,0,0
2020-06-17,107.31,107.44,106.949,106.997,42534,0,0
2020-06-18,106.998,107.126,106.666,106.97,48819,0,0
2020-06-19,106.969,107.056,106.764,106.87,39203,0,0
2020-06-22,106.773,107.009,106.748,106.898,36240,0,0
2020-06-23,106.9,107.219,106.071,106.517,53696,0,0
2020-06-24,106.515,107.068,106.382,107.04,49037,0,0
2020-06-25,107.04,107.451,106.954,107.181,42227,2,0
2020-06-26,107.206,107.358,106.798,107.219,39897,2,0
2020-06-29,107.06,107.882,107.038,107.573,41338,3,0
2020-06-30,107.57,107.981,107.519,107.923,47618,2,0
2020-07-01,107.924,108.161,107.358,107.464,43173,3,0
2020-07-02,107.463,107.721,107.329,107.499,36920,2,0
2020-07-03,107.5,107.566,107.427,107.488,23141,1,0
2020-07-06,107.439,107.771,107.254,107.327,30426,3,0
2020-07-07,107.317,107.79,107.244,107.515,32362,2,0
2020-07-08,107.549,107.71,107.201,107.253,30389,2,0
2020-07-09,107.251,107.396,107.096,107.196,38274,2,0
2020-07-10,107.197,107.263,106.639,106.914,31985,2,0
2020-07-13,106.866,107.317,106.786,107.291,31339,2,0
2020-07-14,107.29,107.43,107.117,107.231,36308,2,0
2020-07-15,107.222,107.306,106.663,106.93,34718,0,0
2020-07-16,106.933,107.399,106.831,107.242,33394,2,0
2020-07-17,107.251,107.36,106.937,107.016,26921,2,0
2020-07-20,107.013,107.533,107.007,107.251,31341,2,0
2020-07-21,107.256,107.365,106.681,106.795,35399,2,0
2020-07-22,106.795,107.287,106.708,107.153,32665,0,0
2020-07-23,107.153,107.228,106.709,106.856,27048,3,0
2020-07-24,106.854,106.891,105.679,106.121,41098,2,0
2020-07-27,106.012,106.107,105.114,105.368,45944,0,0
2020-07-28,105.369,105.683,104.954,105.09,46709,0,0
2020-07-29,105.035,105.239,104.769,104.914,47920,2,0
2020-07-30,104.916,105.292,104.678,104.723,55501,2,0
2020-07-31,104.704,106.054,104.185,105.927,73855,3,0
2020-08-03,105.769,106.47,105.578,105.948,70271,2,0
2020-08-04,105.941,106.193,105.635,105.711,47871,2,0
2020-08-05,105.709,105.87,105.319,105.594,46479,3,0
2020-08-06,105.548,105.695,105.298,105.547,47029,2,0
2020-08-07,105.543,106.052,105.479,105.917,46251,3,0
2020-08-10,105.841,106.201,105.705,105.958,31006,3,0
2020-08-11,105.955,106.68,105.905,106.486,47976,1,0
2020-08-12,106.497,107.012,106.438,106.907,49864,0,0
2020-08-13,106.898,107.047,106.561,106.922,42963,3,0
2020-08-14,106.924,107.036,106.434,106.57,34041,1,0
2020-08-17,106.512,106.653,105.941,105.999,38196,1,0
2020-08-18,105.976,106.053,105.281,105.401,45543,3,0
2020-08-19,105.423,106.15,105.099,106.098,53191,2,0
2020-08-20,106.109,106.213,105.741,105.797,52466,2,0
2020-08-21,105.776,106.069,105.441,105.814,46839,2,0
2020-08-24,105.764,105.995,105.686,105.971,32651,3,0
2020-08-25,105.971,106.574,105.87,106.382,44174,3,0
2020-08-26,106.372,106.558,105.954,105.982,39929,2,0
2020-08-27,105.989,106.697,105.601,106.559,58716,2,0
2020-08-28,106.563,106.944,105.2,105.34,75396,2,0
2020-08-31,105.429,106.094,105.289,105.898,58862,1,0
2020-09-01,105.9,106.151,105.59,105.95,59030,3,0
2020-09-02,105.956,106.298,105.848,106.18,49111,2,0
2020-09-03,106.135,106.55,106.0,106.183,49495,1,0
2020-09-04,106.184,106.503,106.055,106.234,43582,3,0
2020-09-07,106.251,106.384,106.13,106.268,27011,3,0
2020-09-08,106.282,106.381,105.858,106.023,41277,1,0
2020-09-09,106.014,106.271,105.788,106.173,40597,2,0
2020-09-10,106.191,106.299,105.978,106.127,39538,2,0
2020-09-11,106.138,106.261,106.056,106.144,31976,3,0
2020-09-14,106.097,106.164,105.546,105.724,29045,2,0
2020-09-15,105.723,105.812,105.299,105.439,32375,2,0
2020-09-16,105.436,105.436,104.799,104.945,43188,3,0
2020-09-17,104.945,105.171,104.523,104.738,42698,2,0
2020-09-18,104.737,104.869,104.27,104.561,33146,2,0
2020-09-21,104.507,104.887,103.999,104.641,40454,3,0
2020-09-22,104.638,105.078,104.403,104.923,34387,0,0
2020-09-23,104.926,105.494,104.859,105.383,42964,0,0
2020-09-24,105.394,105.529,105.204,105.413,45705,0,0
2020-09-25,105.412,105.698,105.24,105.548,38563,0,0
2020-09-28,105.488,105.681,105.263,105.479,36855,0,0
2020-09-29,105.479,105.733,105.343,105.648,41747,0,0
2020-09-30,105.647,105.803,105.402,105.445,51927,0,0
2020-10-01,105.519,105.727,105.403,105.519,49433,0,0
2020-10-02,105.519,105.665,104.941,105.328,57381,0,0
2020-10-05,105.263,105.792,105.263,105.745,41466,0,0
2020-10-06,105.75,105.786,105.47,105.627,41945,0,0
2020-10-07,105.625,106.106,105.595,105.975,41186,0,0
2020-10-08,105.965,106.107,105.924,106.022,36335,0,0
2020-10-09,106.022,106.04,105.579,105.625,42767,0,0
2020-10-12,105.77,105.788,105.241,105.34,37763,0,0
2020-10-13,105.34,105.627,105.265,105.472,39455,0,0
2020-10-14,105.47,105.517,105.035,105.166,38092,0,0
2020-10-15,105.164,105.492,105.082,105.422,42739,0,0
2020-10-16,105.422,105.462,105.189,105.398,38811,0,0
2020-10-19,105.372,105.502,105.301,105.436,32467,0,0
2020-10-20,105.428,105.746,105.345,105.493,40596,0,0
2020-10-21,105.495,105.533,104.34,104.58,48408,0,0
2020-10-22,104.588,104.921,104.476,104.861,34332,0,0
2020-10-23,104.855,104.936,104.546,104.71,29256,0,0
2020-10-26,104.667,105.055,104.653,104.835,32647,0,0
2020-10-27,104.835,104.889,104.388,104.46,26447,0,0
2020-10-28,104.46,104.555,104.113,104.301,37281,0,0
2020-10-29,104.298,104.726,104.023,104.598,36580,0,0
2020-10-30,104.598,104.742,104.124,104.667,38639,0,0
2020-11-02,104.488,104.947,104.486,104.728,30475,0,0
2020-11-03,104.73,104.845,104.432,104.453,44175,0,0
2020-11-04,104.453,105.344,104.15,104.521,80869,0,0
2020-11-05,104.522,104.535,103.44,103.464,66459,0,0
2020-11-06,103.465,103.762,103.175,103.367,66125,1,0
2020-11-09,103.296,105.647,103.182,105.356,81691,0,0
2020-11-10,105.364,105.487,104.82,105.295,68651,0,0
2020-11-11,105.281,105.676,105.004,105.427,46107,1,0
2020-11-12,105.426,105.476,105.07,105.129,42740,0,0
2020-11-13,105.121,105.159,104.564,104.612,44088,1,0
2020-11-16,104.716,105.132,104.362,104.572,44836,1,0
2020-11-17,104.572,104.599,104.07,104.191,42392,0,0
2020-11-18,104.205,104.205,103.651,103.825,39224,1,0
2020-11-19,103.827,104.215,103.717,103.74,44342,1,0
2020-11-20,103.736,103.91,103.687,103.827,36994,1,0
2020-11-23,103.746,104.635,103.683,104.497,40445,1,0
2020-11-24,104.496,104.76,104.146,104.446,45499,1,0
2020-11-25,104.439,104.598,104.253,104.461,46210,1,0
2020-11-26,104.453,104.464,104.216,104.256,48425,1,0
2020-11-27,104.266,104.281,103.905,104.09,33509,1,0
2020-11-30,103.995,104.41,103.827,104.315,42630,0,0
2020-12-01,104.306,104.579,104.182,104.314,44178,1,0
2020-12-02,104.312,104.751,104.225,104.408,64927,0,0
2020-12-03,104.414,104.536,103.672,103.834,78437,0,0
2020-12-04,103.832,104.243,103.738,104.188,66895,0,0
2020-12-07,104.116,104.312,103.92,104.045,66074,0,0
2020-12-08,104.064,104.205,103.954,104.161,62511,0,0
2020-12-09,104.161,104.406,104.053,104.225,58945,0,0
2020-12-10,104.211,104.579,104.173,104.246,71831,0,0
2020-12-11,104.245,104.267,103.823,104.025,64070,0,0
2020-12-14,103.958,104.103,103.512,104.032,63521,0,0
2020-12-15,104.047,104.152,103.608,103.668,51860,0,0
2020-12-16,103.674,103.918,103.261,103.465,69083,0,0
2020-12-17,103.468,103.561,102.875,103.092,70000,0,0
2020-12-18,103.083,103.596,103.037,103.313,63445,1,0
2020-12-21,103.535,103.889,103.251,103.319,91307,0,0
2020-12-22,103.326,103.734,103.279,103.64,68318,0,0
2020-12-23,103.634,103.653,103.357,103.545,63511,0,0
2020-12-24,103.537,103.765,103.487,103.671,40048,0,0
2020-12-28,103.497,103.898,103.403,103.778,51232,0,0
2020-12-29,103.788,103.815,103.463,103.568,52787,0,0
2020-12-30,103.571,103.586,102.961,103.182,55136,0,0
2020-12-31,103.18,103.316,102.995,103.253,44935,0,0
2021-01-04,103.121,103.316,102.712,103.126,71780,0,0
2021-01-05,103.1,103.191,102.605,102.711,69073,0,0
2021-01-06,102.701,103.444,102.591,103.036,98042,0,0
2021-01-07,103.032,103.957,102.951,103.795,81548,0,0
2021-01-08,103.796,104.092,103.604,103.967,89581,0,0
2021-01-11,103.843,104.4,103.832,104.255,63440,0,0
2021-01-12,104.261,104.333,103.72,103.752,65638,0,0
2021-01-13,103.753,103.995,103.526,103.878,58354,0,0
2021-01-14,103.88,104.198,103.564,103.799,66428,0,0
2021-01-15,103.799,103.913,103.616,103.869,53731,0,0
2021-01-18,103.795,103.93,103.638,103.687,49811,0,0
2021-01-19,103.686,104.086,103.651,103.901,53230,0,0
2021-01-20,103.899,103.928,103.447,103.538,49971,0,0
2021-01-21,103.53,103.668,103.328,103.496,60109,0,0
2021-01-22,103.493,103.887,103.48,103.77,44782,0,0
2021-01-25,103.775,103.937,103.673,103.745,35504,0,0
2021-01-26,103.733,103.828,103.555,103.62,36900,0,0
2021-01-27,103.614,104.201,103.587,104.091,44334,0,0
2021-01-28,104.088,104.463,104.024,104.229,48096,0,0
2021-01-29,104.229,104.94,104.165,104.723,48580,0,0
2021-02-01,104.765,105.035,104.608,104.922,33932,0,0
2021-02-02,104.928,105.175,104.829,104.968,38446,0,0
2021-02-03,104.97,105.106,104.921,105.029,30342,0,0
2021-02-04,105.025,105.565,104.973,105.52,35020,0,0
2021-02-05,105.514,105.768,105.334,105.382,48086,0,0
2021-02-08,105.301,105.671,105.151,105.208,42442,0,0
2021-02-09,105.207,105.264,104.498,104.562,48597,0,0
2021-02-10,104.563,104.845,104.408,104.588,38282,0,0
2021-02-11,104.588,104.804,104.55,104.719,32748,0,0
2021-02-12,104.743,105.181,104.711,104.924,39361,0,0
2021-02-15,104.896,105.417,104.891,105.368,38779,0,0
2021-02-16,105.367,106.075,105.18,106.038,53571,0,0
2021-02-17,106.034,106.224,105.779,105.861,61122,0,0
2021-02-18,105.863,105.924,105.6,105.702,47837,0,0
2021-02-19,105.703,105.743,105.238,105.421,48798,0,0
2021-02-22,105.377,105.844,104.981,105.071,54944,0,0
2021-02-23,105.07,105.43,104.922,105.24,54540,0,0
2021-02-24,105.249,106.104,105.162,105.873,67647,0,0
2021-02-25,105.869,106.405,105.813,106.199,93191,0,0
2021-02-26,106.199,106.695,105.848,106.552,105705,0,0
2021-03-01,106.476,106.889,106.365,106.757,62580,0,0
2021-03-02,106.761,106.958,106.655,106.684,55062,0,0
2021-03-03,106.687,107.152,106.668,107.002,49817,0,0
2021-03-04,106.997,107.986,106.941,107.97,58749,0,0
2021-03-05,107.932,108.645,107.819,108.379,67132,0,0
2021-03-08,108.275,108.942,108.245,108.866,67838,0,0
2021-03-09,108.867,109.235,108.414,108.477,82615,0,0
2021-03-10,108.471,108.92,108.338,108.372,76041,0,0
2021-03-11,108.369,108.812,108.345,108.499,76811,0,0
2021-03-12,108.499,109.164,108.486,109.027,75092,0,0
2021-03-15,108.998,109.365,108.913,109.134,62155,0,0
2021-03-16,109.139,109.288,108.771,108.994,57747,0,0
2021-03-17,108.993,109.326,108.742,108.847,60030,0,0
2021-03-18,108.844,109.302,108.625,108.929,77439,0,0
2021-03-19,108.929,109.129,108.609,108.879,66398,0,0
2021-03-22,108.671,108.955,108.605,108.831,53208,0,0
2021-03-23,108.832,108.873,108.407,108.614,53679,0,0
2021-03-24,108.614,108.956,108.451,108.725,58975,0,0
2021-03-25,108.723,109.237,108.712,109.165,53104,0,0
2021-03-26,109.163,109.847,109.131,109.676,50209,0,0
2021-03-29,109.707,109.845,109.373,109.803,48136,0,0
2021-03-30,109.794,110.428,109.721,110.351,53004,0,0
2021-03-31,110.357,110.966,110.273,110.708,63528,0,0
2021-04-01,110.703,110.847,110.545,110.604,47842,0,0
2021-04-02,110.595,110.749,110.374,110.623,40142,0,0
2021-04-05,110.595,110.749,109.962,110.173,37482,0,0
2021-04-06,110.174,110.553,109.668,109.743,57894,0,0
2021-04-07,109.743,109.942,109.578,109.832,64151,0,0
2021-04-08,109.846,109.904,108.999,109.27,55516,0,0
2021-04-09,109.268,109.96,109.203,109.658,52949,0,0
2021-04-12,109.605,109.769,109.245,109.378,48226,0,0
2021-04-13,109.384,109.752,109.018,109.059,63107,0,0
2021-04-14,109.054,109.095,108.751,108.916,44204,0,0
2021-04-15,108.912,108.965,108.611,108.762,39113,0,0
2021-04-16,108.762,108.964,108.61,108.793,36034,0,0
2021-04-19,108.726,108.833,108.009,108.153,42880,0,0
2021-04-20,108.138,108.546,107.97,108.101,41837,0,0
2021-04-21,108.099,108.281,107.874,108.069,34821,0,0
2021-04-22,108.052,108.232,107.814,107.962,37674,0,0
2021-04-23,107.962,108.145,107.477,107.875,37357,0,0
2021-04-26,107.887,108.197,107.643,108.09,37077,0,0
2021-04-27,108.083,108.777,108.055,108.691,35305,0,0
2021-04-28,108.667,109.075,108.571,108.589,47670,0,0
2021-04-29,108.596,109.223,108.436,108.912,37507,0,0
2021-04-30,108.925,109.342,108.711,109.329,41903,0,0
2021-05-03,109.261,109.696,108.894,109.071,34842,0,0
2021-05-04,109.066,109.487,109.022,109.315,47685,0,0
2021-05-05,109.323,109.48,109.143,109.188,34729,0,0
2021-05-06,109.188,109.427,109.001,109.09,50793,0,0
2021-05-07,109.089,109.287,108.338,108.604,53458,0,0
2021-05-10,108.545,109.056,108.465,108.81,44651,0,0
2021-05-11,108.792,108.982,108.348,108.615,51720,0,0
2021-05-12,108.609,109.706,108.548,109.699,58279,0,0
2021-05-13,109.664,109.785,109.405,109.453,53550,0,0
2021-05-14,109.448,109.656,109.186,109.362,44480,0,0
2021-05-17,109.254,109.501,109.073,109.209,37764,0,0
2021-05-18,109.209,109.283,108.834,108.888,41944,0,0
2021-05-19,108.895,109.337,108.571,109.227,58711,0,0
2021-05-20,109.218,109.308,108.748,108.767,52253,0,0
2021-05-21,108.773,109.003,108.61,108.945,44086,0,0
2021-05-24,108.891,108.996,108.696,108.74,48897,0,0
2021-05-25,108.74,109.07,108.558,108.747,56553,0,0
2021-05-26,108.746,109.178,108.722,109.139,51578,0,0
2021-05-27,109.136,109.923,109.037,109.808,59453,0,0
2021-05-28,109.808,110.2,109.728,109.872,55317,0,0
2021-05-31,109.746,109.933,109.354,109.556,35337,0,0
2021-06-01,109.557,109.707,109.329,109.467,49664,0,0
2021-06-02,109.467,109.885,109.381,109.547,47477,0,0
2021-06-03,109.547,110.321,109.507,110.276,54099,0,0
2021-06-04,110.276,110.329,109.363,109.524,51108,0,0
2021-06-07,109.576,109.637,109.186,109.238,44026,0,0
2021-06-08,109.238,109.557,109.199,109.492,51428,0,0
2021-06-09,109.485,109.657,109.225,109.618,47428,0,0
2021-06-10,109.607,109.797,109.305,109.319,62471,0,0
2021-06-11,109.316,109.844,109.294,109.682,58950,0,0
2021-06-14,109.627,110.098,109.61,110.071,52811,0,0
2021-06-15,110.07,110.168,109.987,110.056,49979,0,0
2021-06-16,110.053,110.721,109.804,110.708,56973,0,0
2021-06-17,110.706,110.823,110.166,110.221,79003,0,0
2021-06-18,110.22,110.332,109.941,110.211,74353,0,0
2021-06-21,110.095,110.352,109.716,110.314,85146,0,0
2021-06-22,110.313,110.791,110.211,110.658,57913,0,0
2021-06-23,110.657,111.102,110.567,110.949,60739,0,0
2021-06-24,110.948,111.115,110.687,110.874,68409,0,0
2021-06-25,110.872,110.984,110.48,110.778,58731,0,0
2021-06-28,110.726,110.977,110.497,110.614,61650,0,0
2021-06-29,110.617,110.76,110.43,110.538,66259,0,0
2021-06-30,110.528,111.121,110.417,111.101,72995,0,0
2021-07-01,111.101,111.638,111.027,111.521,67131,0,0
2021-07-02,111.519,111.659,110.951,111.02,67644,0,0
2021-07-05,110.946,111.19,110.796,110.962,62273,0,0
2021-07-06,110.95,110.976,110.521,110.61,72127,0,0
2021-07-07,110.613,110.815,110.395,110.608,80357,0,0
2021-07-08,110.605,110.683,109.532,109.748,88373,0,0
2021-07-09,109.747,110.258,109.703,110.102,74390,0,0
2021-07-12,110.076,110.401,109.976,110.349,52851,0,0
2021-07-13,110.348,110.647,110.198,110.627,62185,0,0
2021-07-14,110.617,110.698,109.934,109.95,59684,0,0
2021-07-15,109.937,110.089,109.714,109.831,62785,0,0
2021-07-16,109.809,110.341,109.732,110.081,60672,0,0
2021-07-19,110.004,110.097,109.065,109.447,71600,0,0
2021-07-20,109.451,109.956,109.297,109.843,72643,0,0
2021-07-21,109.837,110.386,109.767,110.286,60249,0,0
2021-07-22,110.279,110.359,110.013,110.149,53379,0,0
2021-07-23,110.148,110.593,110.086,110.547,47935,0,0
2021-07-26,110.448,110.584,110.116,110.381,50221,0,0
2021-07-27,110.366,110.392,109.581,109.774,60337,0,0
2021-07-28,109.755,110.286,109.714,109.909,64448,0,0
2021-07-29,109.904,109.946,109.421,109.47,54940,0,0
2021-07-30,109.455,109.827,109.36,109.656,48490,0,0
2021-08-02,109.624,109.77,109.186,109.305,42458,0,0
2021-08-03,109.294,109.339,108.877,109.042,48119,0,0
2021-08-04,109.021,109.676,108.721,109.473,52918,0,0
2021-08-05,109.473,109.788,109.403,109.761,51024,0,0
2021-08-06,109.753,110.355,109.697,110.217,49525,0,0
2021-08-09,110.196,110.354,110.025,110.267,42618,0,0
2021-08-10,110.255,110.598,110.25,110.56,43010,0,0
2021-08-11,110.55,110.8,110.308,110.428,50406,0,0
2021-08-12,110.401,110.546,110.316,110.386,37739,0,0
2021-08-13,110.386,110.456,109.545,109.592,38688,0,0
2021-08-16,109.535,109.751,109.113,109.243,44471,0,0
2021-08-17,109.258,109.656,109.118,109.595,48944,0,0
2021-08-18,109.569,110.066,109.471,109.763,50445,0,0
2021-08-19,109.754,110.228,109.482,109.763,62929,0,0
2021-08-20,109.735,109.885,109.569,109.799,45012,0,0
2021-08-23,109.686,110.147,109.616,109.694,47475,0,0
2021-08-24,109.68,109.881,109.413,109.679,42705,0,0
2021-08-25,109.676,110.124,109.474,110.023,47422,0,0
2021-08-26,109.951,110.227,109.926,110.081,57712,0,0
2021-08-27,110.083,110.267,109.779,109.85,52802,0,0
2021-08-30,109.849,109.963,109.703,109.913,32649,0,0
2021-08-31,109.907,110.079,109.586,110.007,56215,0,0
2021-09-01,109.991,110.418,109.88,110.025,56113,0,0
2021-09-02,110.008,110.12,109.916,109.937,41662,0,0
2021-09-03,109.921,110.073,109.592,109.712,54499,0,0
2021-09-06,109.647,109.947,109.645,109.845,29213,0,0
2021-09-07,109.818,110.317,109.686,110.282,53694,0,0
2021-09-08,110.267,110.447,110.141,110.257,60304,0,0
2021-09-09,110.225,110.272,109.62,109.718,64775,0,0
2021-09-10,109.722,109.991,109.633,109.904,49516,0,0
2021-09-13,109.829,110.159,109.787,110.004,44355,0,0
2021-09-14,109.988,110.162,109.526,109.683,58876,0,0
2021-09-15,109.682,109.742,109.113,109.368,55215,0,0
2021-09-16,109.358,109.829,109.213,109.727,54815,0,0
2021-09-17,109.722,110.082,109.666,109.969,51308,0,0
2021-09-20,109.886,110.036,109.322,109.4,58917,0,0
2021-09-21,109.378,109.707,109.183,109.212,67544,0,0
2021-09-22,109.213,109.9,109.119,109.783,86125,0,0
2021-09-23,109.766,110.346,109.716,110.322,61821,0,0
2021-09-24,110.32,110.793,110.252,110.735,51430,0,0
2021-09-27,110.676,111.066,110.534,111.007,54704,0,0
2021-09-28,110.973,111.639,110.934,111.496,71358,0,0
2021-09-29,111.496,112.048,111.207,111.965,72621,0,0
2021-09-30,111.958,112.081,111.237,111.293,71036,0,0
2021-10-01,111.242,111.488,110.905,111.066,76154,0,0
2021-10-04,111.055,111.303,110.821,110.921,68116,0,0
2021-10-05,110.912,111.563,110.864,111.463,60679,0,0
2021-10-06,111.456,111.788,111.202,111.405,71867,0,0
2021-10-07,111.382,111.65,111.23,111.621,53346,0,0
2021-10-08,111.606,112.249,111.509,112.225,62783,0,0
2021-10-11,112.103,113.413,112.103,113.307,49636,0,0
2021-10-12,113.287,113.787,113.002,113.606,68662,0,0
2021-10-13,113.582,113.804,113.226,113.245,65181,0,0
2021-10-14,113.243,113.718,113.208,113.673,56933,0,0
2021-10-15,113.668,114.466,113.642,114.249,68671,0,0
